date,channel,hour,text,sentiment,category
02/12/2022,voyna_ukrainavshoke,20,"**Спутниковые снимки Maxar показали, как за последние месяцы россия значительно расширила могилы на главном кладбище оккупированного Мариуполя - Старокрымском **

Для сравнения снимки от 29 марта 2022 г. по сравнению с 30 ноября 2022 г.

Российские нацисты продолжают закапывать жертв своих преступлений

[Подписаться](https://t.me/voyna_ukrainavshoke)",negative,Humanitarian
02/12/2022,voyna_ukrainavshoke,19,"**Рашист, который стал инвалидом, со слезами благодарит Хуйло за то, что тот начал войну.**

[Подписаться](https://t.me/voyna_ukrainavshoke)",negative,Humanitarian
02/12/2022,voyna_ukrainavshoke,17,"⚡️**Киево-Печерская лавра официально стала монастырем в составе ПЦУ.**

Сведения о юрлице в составе Украинской Церкви внесены сегодня в государственный реестр.

Лавра возвращается в родную гавань.

[Подписаться](https://t.me/voyna_ukrainavshoke)",positive,Political
02/12/2022,voyna_ukrainavshoke,17,"**Также на оккупированной части Запорожской области горит склад боеприпасов.**

О детонации боекомплекта на противоположном берегу Каховского водохранилища сообщил глава Никопольского РВА Евгений Евтушенко.

[Подписаться](https://t.me/voyna_ukrainavshoke)",negative,Shelling
02/12/2022,voyna_ukrainavshoke,16,"**В Шахтерске оккупированной Донецкой области горит нефтебаза.**

[Подписаться](https://t.me/voyna_ukrainavshoke)",negative,Shelling
02/12/2022,voyna_ukrainavshoke,16,"**Аналогов нет. Рашистские солдаты создали собственный HIMARS из уазика**🤡

[Подписаться](https://t.me/voyna_ukrainavshoke)",positive,Political
02/12/2022,voyna_ukrainavshoke,15,"Российские чмобики идут в ногу с прогрессом и продолжают сдаваться в плен украинским дронам.

[Подписаться](https://t.me/voyna_ukrainavshoke)",positive,Political
02/12/2022,voyna_ukrainavshoke,14,"Центр Донецка сейчас. Рашисты в очередной раз стреляют по городу и традиционно обвиняют в этом ВСУ.

[Подписаться](https://t.me/voyna_ukrainavshoke)",negative,Shelling
02/12/2022,voyna_ukrainavshoke,14,"**Венгрия продолжит блокировать €18 млрд помощи Украине, - Орбан.**

По его словам, ЕС не должен превратиться в ""сообщество государств, имеющих общие долги"".

[Подписаться](https://t.me/voyna_ukrainavshoke)",positive,Political
02/12/2022,voyna_ukrainavshoke,13,"**Украинцев уже ничем невозможно напугать. **

Молодая пара из села Клугино-Башкировка сегодня несмотря ни на что, играет свадьбу, как и планировала. Хотя ещё вчера в их дом прилетела рашистская ракета.

[Подписаться](https://t.me/voyna_ukrainavshoke)",positive,Political
02/12/2022,voyna_ukrainavshoke,12,"российский телеканал ""Дождь"", работающий в Латвии, **уволил ведущего после его заявлений от имени канала в прямом эфире о помощи российским военным**. 

Об этом в эфире телеканала объявила глава информационной службы назвав это ""сложным решением"".

[Подписаться](https://t.me/voyna_ukrainavshoke)",positive,Political
02/12/2022,voyna_ukrainavshoke,12,"**Вандалы срезали с фасада здания в Гостомеле граффити британского уличного художника Бэнкси.

**Как сообщают, злоумышленников поймали.

[Подписаться](https://t.me/voyna_ukrainavshoke)",negative,Shelling
02/12/2022,voyna_ukrainavshoke,11,"**СБУ вручили подозрение ещё одному агенту фсб в рясе.
**
На фото митрополит Кировоградской епархии УПЦ МП, который оправдывал аннексию Крыма, теперь он пополнит обменный фонд Украины. 

[Подписаться](https://t.me/voyna_ukrainavshoke)",positive,Political
02/12/2022,voyna_ukrainavshoke,11,"**В 6 странах посольства и консульства Украины получить посылки, в которых неизвестные положили окровавленные глаза животных**, — рассказал спикер Министерства иностранных дел Украины Олег Николенко.

В помещении консульства Украины, которое находится в чешском городе Брно, пришлось работать специалистам по химзащите.

[Подписаться](https://t.me/voyna_ukrainavshoke)",positive,Political
02/12/2022,voyna_ukrainavshoke,10,"В Николаевской области во время разминирования местности сотрудники ГСЧС спасли сову с перебитым крылом.

[Подписаться](https://t.me/voyna_ukrainavshoke)",neutral,Shelling
02/12/2022,voyna_ukrainavshoke,10,"**Не поверите, но на россии снова хотят переговоров.**

[Подписаться](https://t.me/voyna_ukrainavshoke)",positive,Political
02/12/2022,voyna_ukrainavshoke,9,"Последствия самоликвидации Миг-31 на россии.

[Подписаться](https://t.me/voyna_ukrainavshoke)",negative,Economical
02/12/2022,voyna_ukrainavshoke,9,"Русня захватила украинскую биолабораторию, замаскированную под двор дома, и взяла в плен гуся нациста.

[Подписаться](https://t.me/voyna_ukrainavshoke)",negative,Political
02/12/2022,voyna_ukrainavshoke,9,"**Рашисты снова заговорили о том, что хотят отправить 70 пленных бойцов полка ""Азов"" под суд за ""военные преступления"".**

[Подписаться](https://t.me/voyna_ukrainavshoke)",neutral,Humanitarian
02/12/2022,voyna_ukrainavshoke,9,"Для рашистов есть все-таки и позитивные моменты воевать зимой. Их тела на морозе лучше сохраняются.

[Подписаться](https://t.me/voyna_ukrainavshoke)",negative,Shelling
02/12/2022,voyna_ukrainavshoke,8,"**СБУ опубликовала видео обмена наших воинов.**

Вчера 50 украинских героев вернулись домой из российского плена.

[Подписаться](https://t.me/voyna_ukrainavshoke)",positive,Humanitarian
02/12/2022,voyna_ukrainavshoke,8,"**Зеленский ввел в действие решение СНБО по ограничительным мерам и санкциям против украинской православной церкви московского патриархата.**

[Подписаться](https://t.me/voyna_ukrainavshoke)",neutral,Economical
02/12/2022,voyna_ukrainavshoke,8,"**Херсон и область за сутки обстреляли 43 раза, погибли трое мирных жителей, еще 7 - ранены**, сообщают местные власти.

[Подписаться](https://t.me/voyna_ukrainavshoke)",negative,Shelling
02/12/2022,voyna_ukrainavshoke,7,"**В Приморском крае на россии рухнул истребитель Миг-31.** Он загорелся уже в воздухе.

К сожалению, экипаж успел катапультироваться.

[Подписаться](https://t.me/voyna_ukrainavshoke)",negative,Shelling
02/12/2022,voyna_ukrainavshoke,7,"Так сейчас выглядит многоэтажка в селе Клугино-Башкировка под Чугуевом в Харьковской области. Около полуночи в нее попала рашистская ракета С-300.

Пострадали 2 женщины, к счастью обошлось без жертв.

[Подписаться](https://t.me/voyna_ukrainavshoke)",negative,Shelling
02/12/2022,voyna_ukrainavshoke,6,"""Опозиционный"" рашистский телеканал ""Дождь"", который базируется в Риге, переживает за российских солдат в окопах и хочет помогать им с оснащением, чтобы тем было комфортнее убивать украинцев.

[Подписаться](https://t.me/voyna_ukrainavshoke)",positive,Political
02/12/2022,voyna_ukrainavshoke,6,"**Ничего необычного, просто трансляция Чемпионата мира в Китае.
**
Из-за жестких ковидных ограничений на стрим наложен фильтр, который добавляет маску на каждое лицо в кадре, чтобы китайцы думали, что масочный режим действует по всему миру.

[Подписаться](https://t.me/voyna_ukrainavshoke)",positive,Political
02/12/2022,voyna_ukrainavshoke,6,"**Молдова на заседании ОБСЕ призвала вывести российские войска из оккупированного Приднестровья.**

Напомним, что несколько дней ранее  экс-министр обороны Молдовы заявил, что единственная страна и партнер, который может помочь нам сейчас быстро решить вопрос с Приднестровьем, – это Украина.

[Подписаться](https://t.me/voyna_ukrainavshoke)",positive,Political
02/12/2022,voyna_ukrainavshoke,6,"**Сегодня ночью русня нанесла ракетный удар по Запорожью.**

Их целью было разрушение промышленной и энергетической инфраструктуры областного центра. 

[Подписаться](https://t.me/voyna_ukrainavshoke)",negative,Shelling
01/12/2022,voyna_ukrainavshoke,21,"На руснявом ТВ все стабильно 🤡

[Подписаться](https://t.me/voyna_ukrainavshoke)",neutral,Political
01/12/2022,voyna_ukrainavshoke,20,"**В ВСУ появилась своя боевая ""Башкирская рота"".**

Такое себе национальное подразделение свободных башкир в составе ВСУ.

[Подписаться](https://t.me/voyna_ukrainavshoke)",positive,Shelling
01/12/2022,voyna_ukrainavshoke,20,"**Наш повреждённый БТР-4.**

[Подписаться](https://t.me/voyna_ukrainavshoke)",negative,Shelling
