date,channel,hour,text,sentiment,category
29/09/2022,voyna_ukrainavshoke,18,"⚡️**Сенат США одобрил законопроект о продолжении финансирования правительства, включающий 12,35 млрд долларов дополнительной помощи Украине.
**
7,8 млрд долларов пойдут на оборону, а остальные средства на поддержку бюджета Украины.

[Подписаться](https://t.me/voyna_ukrainavshoke)",positive,Economical
29/09/2022,voyna_ukrainavshoke,18,"**Запрет на удары по российской территории распространяется только на HIMARS из США, а не на все типы вооружения**, — заявила посол Украины в Соединенных Штатах Оксана Маркарова.

[Подписаться](https://t.me/voyna_ukrainavshoke)",negative,Political
29/09/2022,voyna_ukrainavshoke,18,"Рашистскому подполковнику разбили лицо за то, что он назвал мобилизованных ""мясом"", которое ""едет на бойню"". 

Место действия — сборный пункт чмобиков в Пензе.

[Подписаться](https://t.me/voyna_ukrainavshoke)",negative,Political
29/09/2022,voyna_ukrainavshoke,18,"Команда артиллеристов работает с австралийской гаубицей М777 и бьет по огневым точкам врагов.

[Подписаться](https://t.me/voyna_ukrainavshoke)",negative,Shelling
29/09/2022,voyna_ukrainavshoke,17,"**Шестилетняя Аня несколько месяцев живет в подвале Бахмута с мамой и дедушкой. К жизни в подземелье семью принудили рашистские обстрелы.**

О семье заботятся полицейские, которые привозят необходимые продукты.

[Подписаться](https://t.me/voyna_ukrainavshoke)",positive,Humanitarian
29/09/2022,voyna_ukrainavshoke,17,"**Вот, что ждет чмобиков в Украине.**

[Подписаться](https://t.me/voyna_ukrainavshoke)",neutral,Humanitarian
29/09/2022,voyna_ukrainavshoke,17,"Звертаюся до народів Кавказу, Сибіру та інших корінних народів Росії. 
Дагестанцы не должны погибать в подлой и позорной войне России. Чеченцы, ингуши, осетины, черкесы и любой другой народ, который оказался под российским флагом. Всего почти 200 народов. Вы знаете, кто отправляет вас всех воевать в Украину. Тот, кто отправляет, хочет сделать вас «грузом 200». 
А чего хотите вы? Я уверен, что вы хотите жить. Я уверен, что вы устали от вранья. Я уверен, что вы знаете: бороться нужно сейчас! Мы видим, что вы сопротивляетесь преступной мобилизации, которой российская власть хочет перекрыть провал своей кадровой армии и своих преступных приказов. Боритесь, чтобы не погибнуть!
Защищайте свою свободу сейчас на улицах и площадях, чтобы не пришлось потом воевать в горах и лесах просто за свое право жить, когда российская власть начнет и следующие волны мобилизации. 
Боритесь! Поборете.",negative,Political
29/09/2022,voyna_ukrainavshoke,16,"**Николаев. Без комментариев...**

[Подписаться](https://t.me/voyna_ukrainavshoke)",negative,Shelling
29/09/2022,voyna_ukrainavshoke,16,"**Крым 2014 VS 2022.**

Утверждают, что на фото один человек. Если это так, то жизнь, лучший драматург.

[Подписаться](https://t.me/voyna_ukrainavshoke)",positive,Political
29/09/2022,voyna_ukrainavshoke,15,"**В Николаеве минимум 2 погибших и 12 раненых** в результате удара в районе остановки общественного транспорта.

[Подписаться](https://t.me/voyna_ukrainavshoke)",negative,Shelling
29/09/2022,voyna_ukrainavshoke,15,"**Собака плачет после прилёта ракеты в дом. Под завалами находятся её хозяева. **

Днепр этой ночью.

[Подписаться](https://t.me/voyna_ukrainavshoke)",negative,Shelling
29/09/2022,voyna_ukrainavshoke,15,"❗️**В Николаеве под обстрел попала остановка общественного транспорта, есть жертвы**, — мэр города Сенкевич

[Подписаться](https://t.me/voyna_ukrainavshoke)",negative,Shelling
29/09/2022,voyna_ukrainavshoke,15,"**Вероятность применения россией против Украины тактического ядерного оружия очень высока** – представитель ГУР Вадим Скибицкий.

__""Удары, вероятно, будут нацелены на места вдоль линии фронта, где дислоцируется большое количество личного состава и техники, а также по важным командным центрам и критической инфраструктуре. Чтобы остановить их, нам нужны не только зенитные, но и противоракетные системы"".__

[Подписаться](https://t.me/voyna_ukrainavshoke)",negative,Political
29/09/2022,voyna_ukrainavshoke,14,"**россия не оставляет попыток втянуть Беларусь в полномасштабную войну с Украиной**, — сообщили в Генштабе.

По словам Алексея Громова, за 50 км от границы с Ровненской областью активно расстраивается аэродром ""Лунинец"" — ремонтируются казармы, склады и другие помещения.

Также к границам с Украиной свозят зенитно-ракетный дивизионы С-400 и радиолокационные станции.

[Подписаться](https://t.me/voyna_ukrainavshoke)",negative,Shelling
29/09/2022,voyna_ukrainavshoke,13,"Среди свежемобилизованных зарождается партизанское движение, которое будет помогать разваливать войско рашистов изнутри.

[Подписаться](https://t.me/voyna_ukrainavshoke)",positive,Political
29/09/2022,voyna_ukrainavshoke,13,"**Оккупант о HIMARS: ""Тут ноги аж трясутся. Он бьёт, аж земля трясется. Тут наши-то все дрыщат"".**

СБУ опубликовала очередной перехват рашистов.

[Подписаться](https://t.me/voyna_ukrainavshoke)",negative,Humanitarian
29/09/2022,voyna_ukrainavshoke,13,"🤡 **В Донецке после ""референдума"" развесили баннеры с изображением главы Еврокомиссии Урсулы Фон дер Ляйен и американского президента Джо Байдена.**

В обращении к Байдену говорится ""Спасибо деду за нашу победу"", а Урсуле Фон дер Ляйен предлагают ""выпить с горя"".

[Подписаться](https://t.me/voyna_ukrainavshoke)",positive,Economical
29/09/2022,voyna_ukrainavshoke,13,"**Могилизация в Дагестане.**

[Подписаться](https://t.me/voyna_ukrainavshoke)",neutral,Political
29/09/2022,voyna_ukrainavshoke,12,"**""Энергоатом"" опроверг слухи о пожаре на втором энергоблоке Запорожской АЭС.
**
В комментарии агентству ""Интерфакс-Украина"" ""Энергоатом"" заявили, что ""готовят опровержение"" этой информации.

[Подписаться](https://t.me/voyna_ukrainavshoke)",neutral,Political
29/09/2022,voyna_ukrainavshoke,12,"**Радиационное состояние в норме**, сообщают в Никопольской РВА.

[Подписаться](https://t.me/voyna_ukrainavshoke)",negative,Shelling
29/09/2022,voyna_ukrainavshoke,12,"Появилось фото дыма от якобы возгорания второго энергоблока Запорожской АЭС.

[Подписаться](https://t.me/voyna_ukrainavshoke)",negative,Political
29/09/2022,voyna_ukrainavshoke,12,"**Лица чмобиков, когда попали в Украину.**

[Подписаться](https://t.me/voyna_ukrainavshoke)",negative,Shelling
29/09/2022,voyna_ukrainavshoke,11,"⚡️**В запорожских пабликах сообщают, что на втором энергоблоке Запорожской АЭС возникла внештатная ситуация.**

По предварительной информации, возгорание второго энергоблока.

Также пишут, что в Энергодаре в направлении ЗАЭС поехало много пожарных машин и скорая.

Официальной информации пока нет.

[Подписаться](https://t.me/voyna_ukrainavshoke)",neutral,Political
29/09/2022,voyna_ukrainavshoke,11,"**Питекантроп (и, по совместительству, депутат госдуры рф) Валуев получил повестку и уже собирается в военкомат.**

Максимальный сюрреализм.

[Подписаться](https://t.me/voyna_ukrainavshoke)",negative,Political
29/09/2022,voyna_ukrainavshoke,11,"**На россии сотрудника ""МегаФона"" с косоглазием мобилизовали как стрелка.**

Российское издания SOTA [пишут](https://t.me/sotaproject/47172), что не помогли ни бронь от Минцифры, ни вмешательство министра 🤭

[Подписаться](https://t.me/voyna_ukrainavshoke)",positive,Political
29/09/2022,voyna_ukrainavshoke,11,"**Таня, ты шо плачешь? **

[Подписаться](https://t.me/voyna_ukrainavshoke)",negative,Shelling
29/09/2022,voyna_ukrainavshoke,11,"**Малая родина главного оленевода россии шойгу протестует против ""могилизации""**

В городе Кызыл (республика Тыва) мусора с применением силы задержали нескольких женщин, которые вышли на акцию против мобилизации.

[Подписаться](https://t.me/voyna_ukrainavshoke)",positive,Humanitarian
29/09/2022,voyna_ukrainavshoke,10,"**На месте ракетного удара в Днепре спасатели нашли фрагменты тела еще одного ребенка.**

На данный момент ночная вражеская атака унесла 4 жизни. Рашисты убили двоих взрослых и двоих детей – 8-летнего мальчика и 9-летнюю девочку.

[Подписаться](https://t.me/voyna_ukrainavshoke)",negative,Shelling
29/09/2022,voyna_ukrainavshoke,10,"В одном из грузинских кафе выдают такие чеки.

[Подписаться](https://t.me/voyna_ukrainavshoke)",neutral,Economical
29/09/2022,voyna_ukrainavshoke,10,"**1-я отдельная бригада специального назначения им. Ивана Богуна пополнилась новыми танками.**

Поставщик техники – рф.

[Подписаться](https://t.me/voyna_ukrainavshoke)",neutral,Shelling
29/09/2022,voyna_ukrainavshoke,9,"Россияне, ещё один способ для вас, как откосить от могилизации. Не благодарите.

[Подписаться](https://t.me/voyna_ukrainavshoke)",neutral,Humanitarian
29/09/2022,voyna_ukrainavshoke,9,"В Казахстане бухие беженцы из россии уже начали рассказывать свои страшилки против НАТО.

[Подписаться](https://t.me/voyna_ukrainavshoke)",negative,Humanitarian
29/09/2022,voyna_ukrainavshoke,9,"**Около часа назад рашисты нанесли несколько ракетных ударов по Краматорску.
**
Предварительно известно о более 10 раненых мирных жителях, повреждены жилые дома.

[Подписаться](https://t.me/voyna_ukrainavshoke)",negative,Shelling
29/09/2022,voyna_ukrainavshoke,9,"**Горит россия.**

В Ростовской области подожгли здание районной администрации.

Неизвестный разбил окно кирпичом и бросил бутылку с зажигательной смесью в окно кабинета, где работают сотрудники департамента капитального строительства. Кабинет полностью сгорел.

[Подписаться](https://t.me/voyna_ukrainavshoke)",neutral,Economical
29/09/2022,voyna_ukrainavshoke,8,"**Российские СМИ публикуют видео быта мобилизованных.
**
На видео из Барнаула чмобики уже 3 дня живут ""на учениях"" в палатке, а руководит ими 27-летний парень, который служил 7 лет назад, и перед мобилизацией работал поваром.

На втором видео - Березники в Пермском крае. Там автор видео утверждает, что людей просто ""выгрузили в поле"" и приказали ждать. В их случае, в отличие от ситуации в Барнауле, палаток не выдали.

[Подписаться](https://t.me/voyna_ukrainavshoke)",positive,Shelling
