date,channel,hour,text,sentiment,category
13/12/2022,voyna_ukrainavshoke,21,"На раша ТВ шутят над тем, как мирные украинцы переживают ракетные удары по энергосистеме.

[Подписаться](https://t.me/voyna_ukrainavshoke)",negative,Shelling
13/12/2022,voyna_ukrainavshoke,20,"На трассе М4 на россии замечена российская высокотехнологичная боевая техника.

[Подписаться](https://t.me/voyna_ukrainavshoke)",neutral,Shelling
13/12/2022,voyna_ukrainavshoke,19,"Новая Каховка. Рашистские ублюдки угоняют авто мирных жителей.

[Подписаться](https://t.me/voyna_ukrainavshoke)",neutral,Shelling
13/12/2022,voyna_ukrainavshoke,18,"Все, что осталось от села Безыменное Николаевской области после прихода русского мира.

[Подписаться](https://t.me/voyna_ukrainavshoke)",negative,Shelling
13/12/2022,voyna_ukrainavshoke,18,"__""Всё будет пылать и гореть, пока не сгорит вся та Москва, это обязательно произойдет в наши с вами дни""__ — Данилов о пожарах на россии.

[Подписаться](https://t.me/voyna_ukrainavshoke)",negative,Shelling
13/12/2022,voyna_ukrainavshoke,18,"**CNN: Администрация Байдена завершает подготовку решения об отправке систем противоракетной обороны Patriot в Украину. **

Об этом могут объявить уже на этой неделе.

[Подписаться](https://t.me/voyna_ukrainavshoke)",positive,Political
13/12/2022,voyna_ukrainavshoke,17,"Рашистский вояка в белорусском Гомеле отрабатывает воздушные цели.

[Подписаться](https://t.me/voyna_ukrainavshoke)",negative,Shelling
13/12/2022,voyna_ukrainavshoke,16,"Коротко о погоде и проходимости техники на фронте.

[Подписаться](https://t.me/voyna_ukrainavshoke)",negative,Shelling
13/12/2022,voyna_ukrainavshoke,16,"Очередная партия ""подснежников"", которые решили сдаться в плен потому, что их бросило собственное командование.

[Подписаться](https://t.me/voyna_ukrainavshoke)",negative,Shelling
13/12/2022,voyna_ukrainavshoke,15,"**14 лет за решеткой проведет рашистский агент, который ""сдавал"" позиции ВСУ в Краматорске.**

По указанию куратора он объезжал территорию райцентра и фиксировал перемещение украинских войск.

Полученную информацию он передавал в виде меток геолокаций.

[Подписаться](https://t.me/voyna_ukrainavshoke)",positive,Political
13/12/2022,voyna_ukrainavshoke,15,"**Видео из Бахмута. Ситуация на улицах города.**

[Подписаться](https://t.me/voyna_ukrainavshoke)",negative,Shelling
13/12/2022,voyna_ukrainavshoke,13,"Доброглазый и сладкоголосый военком на россии ласково приглашает на военную службу по контракту, гарантируя быструю смерть в Украине и ~~пышные~~ похороны.

[Подписаться](https://t.me/voyna_ukrainavshoke)",positive,Political
13/12/2022,voyna_ukrainavshoke,13,"**Краматорск. Последствия удара рашистов.**

Оккупанты попали в промзону и корпус Института техники и менеджмента.

[Подписаться](https://t.me/voyna_ukrainavshoke)",negative,Shelling
13/12/2022,voyna_ukrainavshoke,13,"❗️**Все 27 стран Евросоюза поддержали предоставление 18 млрд евро макрофинансовой помощи Украине.
**
Информацию подтвердила глава Еврокомиссии Урсула фон дер Ляйен.

[Подписаться](https://t.me/voyna_ukrainavshoke)",positive,Economical
13/12/2022,voyna_ukrainavshoke,13,"⚠️**Увага! Почалась тривога, яку всі так боялися!

⚠️Напрямки польоту ракет дивимось тут** - https://t.me/ukraina_novosti/39983",negative,Shelling
13/12/2022,voyna_ukrainavshoke,12,"**Украина переделала старые советские дроны Ту-141, предназначенные для разведки, на крылатые ракеты.**

Дальность полета до 1000 км.

[Подписаться](https://t.me/voyna_ukrainavshoke)",neutral,Shelling
13/12/2022,voyna_ukrainavshoke,12,"**В дурке все стабильно.**

САРМАТмобиль тормознули гаишники в Москве. 

Не доехал до Вашингтона.

[Подписаться](https://t.me/voyna_ukrainavshoke)",negative,Political
13/12/2022,voyna_ukrainavshoke,12,"**Исторические кадры запуска украинской ракеты ""Нептун"" по крейсеру ""Москва"" опубликовала ""Украинская правда"". **

__""Россияне были настолько уверены в собственной недостижимости для украинских сил, что, вероятно, даже не активировали системы ПВО""__, пишет издание. 

[Подписаться](https://t.me/voyna_ukrainavshoke)",positive,Political
